affected_downstream_layers,closure_dependency,company_id,confidence,current_period_end,current_publish_date,current_ttm_impact,downstream_layer_count,evidence_types_needed,exact_information_needed,existing_local_evidence_summary,fact_count,first_batch_score,fiscal_quarter,fiscal_year,lifecycle_impact,preferred_source_type,priority,quarter_position_latest8q,research_request,research_task_id,score_impact,status,structural_warning,ticker,valuation_impact,why_needed
Latest8Q closure,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,770,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-03-31,2024-05-07,NO,0,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q1; Verify EBIT for FY2024 Q1; Verify FCF for FY2024 Q1; Verify source semantics confirmation for FY2024 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_EBIT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q1,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation. Do not research other fields.",P8H-3-0931,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,EFC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,770,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-06,NO,0,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q2; Verify EBIT for FY2024 Q2; Verify FCF for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_EBIT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation. Do not research other fields.",P8H-3-0932,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,EFC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,780,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2023-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,Verify first-public result publication date for FY2024 Q3; Verify lineage/source ownership evidence for FY2024 Q3; Verify target collision evidence for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION; source dependency=NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION; structural context=CALENDAR_YEAR,4,40,Q3,2024,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify first-public result publication date, lineage/source ownership evidence, target collision evidence, Total Debt. Do not research other fields.",P8H-3-0941,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ELAB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,790,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,,NO,0,CASH|FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify Cash for FY2024 Q3; Verify first-public result publication date for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CASH|NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,3,40,Q3,2024,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.",P8H-3-0960,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,EMPD,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|TOTAL_DEBT,793,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2023-07-31,,NO,0,CASH|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|TOTAL_DEBT,Verify Cash for FY2023 Q3; Verify first-public result publication date for FY2023 Q3; Verify Revenue for FY2023 Q3; Verify Total Debt for FY2023 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CASH|NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_REVENUE; structural context=FIXED_DATE_FISCAL_YEAR,4,40,Q3,2023,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,8,"Research official issuer sources for FY2023 Q3. Verify Cash, first-public result publication date, Revenue, Total Debt. Do not research other fields.",P8H-3-0963,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,ENGN,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,798,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-03-31,2024-05-13,NO,0,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,Verify Capex required to derive FCF for FY2024 Q1; Verify FCF for FY2024 Q1; Verify source semantics confirmation for FY2024 Q1; Verify Total Debt for FY2024 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_DEBT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q1,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P8H-3-0969,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ENSC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,798,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-14,NO,0,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,Verify Capex required to derive FCF for FY2024 Q2; Verify FCF for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_DEBT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P8H-3-0970,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ENSC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,799,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-03-31,2025-04-29,NO,0,CASH|EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,Verify Cash for FY2025 Q1; Verify EBIT for FY2025 Q1; Verify missing quarter existence/source evidence for FY2025 Q1; Verify source semantics confirmation for FY2025 Q1,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_CASH|NEED_EBIT|NEED_MISSING_QUARTER_SOURCE|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q1,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2025 Q1. Verify Cash, EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",P8H-3-0973,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ENSG,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,824,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-12-31,2025-02-10,NO,0,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify EBIT for FY2024 Q4; Verify lineage/source ownership evidence for FY2024 Q4; Verify source semantics confirmation for FY2024 Q4; Verify target collision evidence for FY2024 Q4,Phase 8G issue=FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION; source dependency=NEED_EBIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION; structural context=FIXED_DATE_FISCAL_YEAR,4,35,Q4,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-0996,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ESOA,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,855,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-10-29,NO,0,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify fiscal transition evidence for FY2024 Q2; Verify official period_end for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2; Verify target collision evidence for FY2024 Q2,Phase 8G issue=PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE; source dependency=NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE; structural context=FIXED_DATE_FISCAL_YEAR,4,15,Q2,2024,NO,"issuer IR release, annual report, or financial reports page",P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-1018,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,855,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-12-31,2025-01-29,NO,0,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify fiscal transition evidence for FY2024 Q3; Verify official period_end for FY2024 Q3; Verify source semantics confirmation for FY2024 Q3; Verify target collision evidence for FY2024 Q3,Phase 8G issue=PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE; source dependency=NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE; structural context=FIXED_DATE_FISCAL_YEAR,4,15,Q3,2024,NO,"issuer IR release, annual report, or financial reports page",P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-1019,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,855,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-03-31,2025-05-20,NO,0,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify fiscal transition evidence for FY2024 Q4; Verify official period_end for FY2024 Q4; Verify source semantics confirmation for FY2024 Q4; Verify target collision evidence for FY2024 Q4,Phase 8G issue=PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE; source dependency=NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE; structural context=FIXED_DATE_FISCAL_YEAR,4,15,Q4,2024,NO,"issuer IR release, annual report, or financial reports page",P3_LATEST8Q,6,"Research official issuer sources for FY2024 Q4. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-1020,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,855,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-07-30,NO,0,FISCAL_TRANSITION_EVIDENCE|OFFICIAL_PERIOD_END|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify fiscal transition evidence for FY2025 Q1; Verify official period_end for FY2025 Q1; Verify source semantics confirmation for FY2025 Q1; Verify target collision evidence for FY2025 Q1,Phase 8G issue=PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE; source dependency=NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE; structural context=FIXED_DATE_FISCAL_YEAR,4,15,Q1,2025,NO,"issuer IR release, annual report, or financial reports page",P3_LATEST8Q,5,"Research official issuer sources for FY2025 Q1. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-1021,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,870,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-07-31,NO,0,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q2; Verify EBIT for FY2024 Q2; Verify FCF for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_EBIT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation. Do not research other fields.",P8H-3-1033,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FBRT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION,871,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-02-28,2025-04-08,NO,0,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify FCF for FY2025 Q2; Verify OCF required to derive FCF for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_FCF|NEED_OCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=FIXED_DATE_FISCAL_YEAR,4,35,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2025 Q2. Verify EBIT, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P8H-3-1037,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,FC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,874,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-07-30,NO,0,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q2; Verify EBIT for FY2024 Q2; Verify FCF for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_EBIT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, EBIT, FCF, source semantics confirmation. Do not research other fields.",P8H-3-1039,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FCPT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,913,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2023-08-31,2023-10-13,NO,0,CAPEX_FOR_FCF|FCF_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,Verify Capex required to derive FCF for FY2024 Q2; Verify FCF for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_DEBT|NEED_FCF|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=FIXED_DATE_FISCAL_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P8H-3-1075,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,FNGR,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,937,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-03-31,,NO,0,CASH|FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,Verify Cash for FY2024 Q1; Verify first-public result publication date for FY2024 Q1; Verify Total Debt for FY2024 Q1,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CASH|NEED_DEBT|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,3,40,Q1,2024,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q1. Verify Cash, first-public result publication date, Total Debt. Do not research other fields.",P8H-3-1104,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FTFT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,952,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-13,NO,0,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q2; Verify FCF for FY2024 Q2; Verify Revenue for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_FCF|NEED_REVENUE|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P8H-3-1120,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,GALT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,952,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-14,NO,0,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,Verify Capex required to derive FCF for FY2024 Q3; Verify FCF for FY2024 Q3; Verify Revenue for FY2024 Q3; Verify source semantics confirmation for FY2024 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_CAPEX|NEED_FCF|NEED_REVENUE|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,4,35,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P8H-3-1121,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,GALT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,958,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-02-01,2025-03-07,NO,0,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,Verify EBIT for FY2024 Q4; Verify lineage/source ownership evidence for FY2024 Q4; Verify source semantics confirmation for FY2024 Q4; Verify target collision evidence for FY2024 Q4,Phase 8G issue=FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION; source dependency=NEED_EBIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION; structural context=WEEK_BASED_52_53,4,35,Q4,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P8H-3-1129,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,GCO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
